station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
EHKV,2020-05-23 01:55,55.40,44.60,66.91,250.00,30.00,0.00,30.03,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 230155Z AUTO 25030KT 9999 NSC 13/07 Q1017
EHMA,2020-05-23 01:55,59.00,48.20,67.33,250.00,15.00,0.00,30.03,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMA 230155Z AUTO 25015KT 9999 NSC 15/09 Q1017
EHMG,2020-05-23 01:55,55.40,46.40,71.64,240.00,13.00,0.00,30.00,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 230155Z AUTO 24013KT 9999 NSC 13/08 Q1016
EHPG,2020-05-23 01:55,55.40,51.80,87.65,240.00,21.00,0.00,30.06,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 230155Z AUTO 24021KT 8000 NSC 13/11 Q1018
EHSA,2020-05-23 01:55,55.40,50.00,81.99,220.00,22.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 230155Z AUTO 22022KT 9999 ///////// 13/10 Q1019 W10/H16
EHSC,2020-05-23 01:55,55.40,51.80,87.65,250.00,24.00,0.00,30.06,M,4.35,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 230155Z AUTO 25024KT 7000 ///////// 13/11 Q1018 W12/H17
EHHW,2020-05-23 01:55,55.40,48.20,76.66,240.00,9.00,0.00,30.00,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 230155Z AUTO 24009KT 200V290 9999 NSC 13/09 Q1016
EHLW,2020-05-23 02:13,55.40,51.80,87.65,210.00,6.00,0.00,30.03,M,4.35,M,BKN,BKN,OVC,M,6600.00,7300.00,7900.00,M,BR,M,M,M,M,M,M,M,EHLW 230213Z AUTO 21006KT 7000 BR BKN066 BKN073 OVC079 13/11 Q1017 WHT
EHLW,2020-05-23 02:17,55.40,51.80,87.65,210.00,6.00,0.00,30.03,M,4.97,M,BKN,BKN,BKN,M,6500.00,7300.00,7900.00,M,BR,M,M,M,M,M,M,M,EHLW 230217Z AUTO 21006KT 8000 BR BKN065 BKN073 BKN079 13/11 Q1017 BLU
EHFS,2020-05-23 02:25,57.20,48.20,71.83,240.00,19.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFS 230225Z AUTO 24019KT 9999 NSC 14/09 Q1019
EHRD,2020-05-23 02:25,57.20,50.00,76.82,250.00,12.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHRD 230225Z AUTO 25012KT 220V290 9999 NSC 14/10 Q1019 NOSIG
EHEH,2020-05-23 02:25,55.40,39.20,54.34,230.00,9.00,0.00,30.12,M,6.21,M,BKN,OVC,M,M,9700.00,10000.00,M,M,M,M,M,M,M,M,M,M,EHEH 230225Z AUTO 23009KT 200V270 9999 BKN097 OVC100 13/04 Q1020 BLU
EHBK,2020-05-23 02:25,55.40,42.80,62.46,220.00,10.00,0.00,30.15,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHBK 230225Z AUTO 22010KT 9999 NSC 13/06 Q1021
EHDL,2020-05-23 02:25,57.20,41.00,54.60,240.00,9.00,0.00,30.09,M,6.21,M,FEW,BKN,OVC,M,8600.00,9300.00,10000.00,M,M,M,M,M,M,M,M,M,EHDL 230225Z AUTO 24009KT 190V300 9999 FEW086 BKN093 OVC100 14/05 Q1019 BLU
EHGG,2020-05-23 02:25,55.40,50.00,81.99,230.00,7.00,0.00,30.03,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHGG 230225Z AUTO 23007KT 9000 NSC 13/10 Q1017
EHGR,2020-05-23 02:25,57.20,41.00,54.60,250.00,7.00,0.00,30.12,M,6.21,M,FEW,SCT,BKN,M,7000.00,8400.00,9500.00,M,M,M,M,M,M,M,M,M,EHGR 230225Z AUTO 25007KT 210V290 9999 FEW070 SCT084 BKN095 14/05 Q1020 BLU 10004KT CAVOK
EHKD,2020-05-23 02:25,55.40,50.00,81.99,220.00,9.00,0.00,30.03,M,6.21,M,BKN,OVC,M,M,5100.00,5600.00,M,M,M,M,M,M,M,M,M,M,EHKD 230225Z AUTO 22009KT 9999 BKN051 OVC056 13/10 Q1017 BLU
EHLE,2020-05-23 02:25,57.20,50.00,76.82,250.00,10.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHLE 230225Z AUTO 25010KT 9999 NSC 14/10 Q1018
EHLW,2020-05-23 02:25,55.40,51.80,87.65,210.00,6.00,0.00,30.03,M,4.97,M,SCT,BKN,BKN,M,6500.00,7400.00,8100.00,M,BR,M,M,M,M,M,M,M,EHLW 230225Z AUTO 21006KT 8000 BR SCT065 BKN074 BKN081 13/11 Q1017 BLU
EHAM,2020-05-23 02:25,57.20,50.00,76.82,250.00,13.00,0.00,30.06,M,5.59,M,FEW,SCT,M,M,1800.00,4800.00,M,M,M,M,M,M,M,M,M,M,EHAM 230225Z 25013KT 220V290 9000 FEW018 SCT048 14/10 Q1018 NOSIG
EHAK,2020-05-23 02:25,53.60,46.40,76.50,240.00,27.00,0.00,29.85,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAK 230225Z AUTO 24027KT 9999 NCD 12/08 Q1011
EHDV,2020-05-23 02:25,53.60,46.40,76.50,230.00,23.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 230225Z AUTO 23023KT //// // ///////// 12/08 Q1013 RE//
EHFD,2020-05-23 02:25,53.60,46.40,76.50,0.00,0.00,0.00,29.91,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFD 230225Z AUTO 00000KT 9999 NSC 12/08 Q1013
EHFZ,2020-05-23 02:25,55.40,46.40,71.64,240.00,26.00,0.00,29.94,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 230225Z AUTO 24026KT 9999 NSC 13/08 Q1014
EHJA,2020-05-23 02:25,53.60,46.40,76.50,220.00,27.00,0.00,29.94,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 230225Z AUTO 22027KT 9999 NSC 12/08 Q1014
EHVK,2020-05-23 02:25,55.40,37.40,50.64,230.00,9.00,0.00,30.09,M,6.21,M,SCT,OVC,M,M,8900.00,9500.00,M,M,M,M,M,M,M,M,M,M,EHVK 230225Z AUTO 23009KT 210V270 9999 SCT089 OVC095 13/03 Q1019 BLU
EHVL,2020-05-23 02:25,55.40,46.40,71.64,250.00,17.00,0.00,30.03,M,6.21,M,BKN,BKN,OVC,M,6400.00,7100.00,8800.00,M,M,M,M,M,M,M,M,M,EHVL 230225Z AUTO 25017KT 9999 BKN064 BKN071 OVC088 13/08 Q1017 BLU
EHWO,2020-05-23 02:25,57.20,42.80,58.52,240.00,11.00,0.00,30.12,M,6.21,M,FEW,OVC,M,M,9400.00,10000.00,M,M,M,M,M,M,M,M,M,M,EHWO 230225Z AUTO 24011KT 220V280 9999 FEW094 OVC100 14/06 Q1020 BLU
EHQE,2020-05-23 02:25,55.40,46.40,71.64,200.00,19.00,0.00,30.03,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHQE 230225Z AUTO 20019KT 9999 NSC 13/08 Q1017
EHJR,2020-05-23 02:25,55.40,44.60,66.91,250.00,25.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 230225Z AUTO 25025KT //// // ///////// 13/07 Q1016 RE// W11/H17
EHKV,2020-05-23 02:25,55.40,44.60,66.91,240.00,28.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 230225Z AUTO 24028KT 9999 NSC 13/07 Q1018
EHMA,2020-05-23 02:25,59.00,44.60,58.77,260.00,18.00,0.00,30.03,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMA 230225Z AUTO 26018KT 9999 NSC 15/07 Q1017
EHMG,2020-05-23 02:25,55.40,46.40,71.64,240.00,17.00,0.00,30.00,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 230225Z AUTO 24017KT 9999 NSC 13/08 Q1016
EHPG,2020-05-23 02:25,53.60,51.80,93.60,250.00,19.00,0.00,30.03,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 230225Z AUTO 25019KT 8000 NSC 12/11 Q1017
EHSA,2020-05-23 02:25,55.40,50.00,81.99,220.00,23.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 230225Z AUTO 22023KT 9999 ///////// 13/10 Q1019 W10/H17
EHSC,2020-05-23 02:25,55.40,51.80,87.65,250.00,24.00,0.00,30.06,M,4.35,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 230225Z AUTO 25024KT 7000 ///////// 13/11 Q1018 W13/H16
EHHW,2020-05-23 02:25,55.40,48.20,76.66,240.00,10.00,0.00,30.00,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 230225Z AUTO 24010KT 210V280 9999 NSC 13/09 Q1016
EHLW,2020-05-23 02:28,55.40,51.80,87.65,210.00,5.00,0.00,30.03,M,4.35,M,BKN,BKN,OVC,M,6500.00,7300.00,8400.00,M,BR,M,M,M,M,M,M,M,EHLW 230228Z AUTO 21005KT 7000 BR BKN065 BKN073 OVC084 13/11 Q1017 WHT
EHLW,2020-05-23 02:33,55.40,51.80,87.65,210.00,5.00,0.00,30.03,M,4.97,M,OVC,M,M,M,6500.00,M,M,M,BR,M,M,M,M,M,M,M,EHLW 230233Z AUTO 21005KT 8000 BR OVC065 13/11 Q1017 BLU
EHLW,2020-05-23 02:43,55.40,51.80,87.65,210.00,6.00,0.00,30.03,M,4.97,M,OVC,M,M,M,6600.00,M,M,M,BR,M,M,M,M,M,M,M,EHLW 230243Z AUTO 21006KT 8000 BR OVC066 13/11 Q1017 BLU
EHFS,2020-05-23 02:55,57.20,50.00,76.82,250.00,25.00,0.00,30.09,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFS 230255Z AUTO 25025KT 220V280 9000 NSC 14/10 Q1019
EHRD,2020-05-23 02:55,57.20,50.00,76.82,240.00,13.00,0.00,30.09,M,6.21,M,FEW,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,M,EHRD 230255Z AUTO 24013KT 220V280 9999 FEW021 14/10 Q1019 NOSIG
EHEH,2020-05-23 02:55,55.40,39.20,54.34,250.00,6.00,0.00,30.12,M,6.21,M,SCT,BKN,M,M,8000.00,8600.00,M,M,M,M,M,M,M,M,M,M,EHEH 230255Z AUTO 25006KT 210V290 9999 SCT080 BKN086 13/04 Q1020 BLU
EHBK,2020-05-23 02:55,55.40,41.00,58.27,220.00,10.00,0.00,30.15,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHBK 230255Z AUTO 22010KT 9999 NSC 13/05 Q1021
EHDL,2020-05-23 02:55,57.20,42.80,58.52,240.00,8.00,0.00,30.09,M,6.21,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,EHDL 230255Z AUTO 24008KT 190V290 9999 OVC100 14/06 Q1019 BLU
EHGG,2020-05-23 02:55,53.60,50.00,87.56,230.00,6.00,0.00,30.03,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHGG 230255Z AUTO 23006KT 9000 NSC 12/10 Q1017
EHGR,2020-05-23 02:55,57.20,42.80,58.52,240.00,6.00,0.00,30.12,M,6.21,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,EHGR 230255Z AUTO 24006KT 220V280 9999 OVC100 14/06 Q1020 BLU 10004KT CAVOK
EHKD,2020-05-23 02:55,55.40,50.00,81.99,220.00,11.00,0.00,30.03,M,6.21,M,FEW,BKN,OVC,M,4400.00,5700.00,6400.00,M,M,M,M,M,M,M,M,M,EHKD 230255Z AUTO 22011KT 9999 FEW044 BKN057 OVC064 13/10 Q1017 BLU
EHLE,2020-05-23 02:55,57.20,50.00,76.82,250.00,12.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHLE 230255Z AUTO 25012KT 9999 NSC 14/10 Q1018
EHLW,2020-05-23 02:55,55.40,51.80,87.65,220.00,6.00,0.00,30.03,M,5.59,M,BKN,OVC,M,M,6700.00,7300.00,M,M,BR,M,M,M,M,M,M,M,EHLW 230255Z AUTO 22006KT 9000 BR BKN067 OVC073 13/11 Q1017 BLU
EHAM,2020-05-23 02:55,55.40,50.00,81.99,250.00,12.00,0.00,30.06,M,5.59,M,FEW,SCT,M,M,1600.00,4800.00,M,M,M,M,M,M,M,M,M,M,EHAM 230255Z 25012KT 220V280 9000 FEW016 SCT048 13/10 Q1018 NOSIG
EHAK,2020-05-23 02:55,53.60,48.20,81.87,230.00,25.00,0.00,29.85,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAK 230255Z AUTO 23025KT 9999 NCD 12/09 Q1011
EHDV,2020-05-23 02:55,53.60,46.40,76.50,230.00,23.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 230255Z AUTO 23023KT //// // ///////// 12/08 Q1013 RE//
EHFD,2020-05-23 02:55,53.60,46.40,76.50,0.00,0.00,0.00,29.91,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFD 230255Z AUTO 00000KT 9999 NSC 12/08 Q1013
EHFZ,2020-05-23 02:55,55.40,46.40,71.64,230.00,26.00,0.00,29.94,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 230255Z AUTO 23026KT 9999 NSC 13/08 Q1014
EHJA,2020-05-23 02:55,53.60,46.40,76.50,220.00,25.00,0.00,29.94,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 230255Z AUTO 22025KT 9999 NSC 12/08 Q1014
EHVK,2020-05-23 02:55,55.40,39.20,54.34,230.00,8.00,0.00,30.09,M,6.21,M,FEW,BKN,OVC,M,8000.00,8500.00,9100.00,M,M,M,M,M,M,M,M,M,EHVK 230255Z AUTO 23008KT 9999 FEW080 BKN085 OVC091 13/04 Q1019 BLU
EHVL,2020-05-23 02:55,55.40,46.40,71.64,240.00,16.00,0.00,30.03,M,6.21,M,BKN,OVC,M,M,6000.00,6500.00,M,M,M,M,M,M,M,M,M,M,EHVL 230255Z AUTO 24016KT 9999 BKN060 OVC065 13/08 Q1017 BLU
EHWO,2020-05-23 02:55,57.20,42.80,58.52,240.00,10.00,0.00,30.12,M,6.21,M,FEW,OVC,M,M,9200.00,10000.00,M,M,M,M,M,M,M,M,M,M,EHWO 230255Z AUTO 24010KT 9999 FEW092 OVC100 14/06 Q1020 BLU
EHQE,2020-05-23 02:55,55.40,46.40,71.64,210.00,21.00,0.00,30.03,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHQE 230255Z AUTO 21021KT 9999 NSC 13/08 Q1017
EHJR,2020-05-23 02:55,55.40,44.60,66.91,240.00,24.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 230255Z AUTO 24024KT //// // ///////// 13/07 Q1016 RE// W11/H15
EHKV,2020-05-23 02:55,55.40,44.60,66.91,160.00,27.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 230255Z AUTO 16027KT 9999 NSC 13/07 Q1018
EHMA,2020-05-23 02:55,59.00,44.60,58.77,250.00,16.00,0.00,30.03,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMA 230255Z AUTO 25016KT 9999 NSC 15/07 Q1017
EHMG,2020-05-23 02:55,55.40,46.40,71.64,250.00,19.00,0.00,30.00,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 230255Z AUTO 25019KT 9999 NSC 13/08 Q1016
EHPG,2020-05-23 02:55,53.60,51.80,93.60,250.00,19.00,0.00,30.06,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 230255Z AUTO 25019KT 8000 NSC 12/11 Q1018
EHSA,2020-05-23 02:55,55.40,50.00,81.99,220.00,24.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 230255Z AUTO 22024KT 9999 ///////// 13/10 Q1019 W10/H16
EHSC,2020-05-23 02:55,55.40,51.80,87.65,240.00,24.00,0.00,30.06,M,4.35,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 230255Z AUTO 24024KT 7000 ///////// 13/11 Q1018 W13/H17
EHHW,2020-05-23 02:55,55.40,46.40,71.64,230.00,13.00,0.00,30.00,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 230255Z AUTO 23013KT 200V270 9999 NSC 13/08 Q1016
EHFS,2020-05-23 03:25,57.20,51.80,82.12,250.00,25.00,0.00,30.12,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFS 230325Z AUTO 25025KT 8000 NSC 14/11 Q1020
EHRD,2020-05-23 03:25,55.40,50.00,81.99,250.00,13.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHRD 230325Z AUTO 25013KT 210V270 9999 NSC 13/10 Q1019 NOSIG
EHEH,2020-05-23 03:25,55.40,41.00,58.27,230.00,6.00,0.00,30.12,M,6.21,M,FEW,BKN,OVC,M,7500.00,9200.00,10000.00,M,M,M,M,M,M,M,M,M,EHEH 230325Z AUTO 23006KT 210V270 9999 FEW075 BKN092 OVC100 13/05 Q1020 BLU
EHBK,2020-05-23 03:25,55.40,41.00,58.27,210.00,10.00,0.00,30.15,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHBK 230325Z AUTO 21010KT 9999 NSC 13/05 Q1021
EHDL,2020-05-23 03:25,57.20,44.60,62.69,240.00,8.00,0.00,30.09,M,6.21,M,OVC,M,M,M,9100.00,M,M,M,M,M,M,M,M,M,M,M,EHDL 230325Z AUTO 24008KT 170V320 9999 OVC091 14/07 Q1019 BLU
EHGG,2020-05-23 03:25,53.60,50.00,87.56,230.00,7.00,0.00,30.03,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHGG 230325Z AUTO 23007KT 8000 NSC 12/10 Q1017
EHGR,2020-05-23 03:25,57.20,42.80,58.52,240.00,5.00,0.00,30.12,M,6.21,M,BKN,OVC,M,M,9900.00,10000.00,M,M,M,M,M,M,M,M,M,M,EHGR 230325Z AUTO 24005KT 220V280 9999 BKN099 OVC100 14/06 Q1020 BLU 10004KT CAVOK
EHKD,2020-05-23 03:25,55.40,48.20,76.66,230.00,11.00,0.00,30.03,M,6.21,M,OVC,M,M,M,5800.00,M,M,M,M,M,M,M,M,M,M,M,EHKD 230325Z AUTO 23011KT 200V260 9999 OVC058 13/09 Q1017 BLU
EHLE,2020-05-23 03:25,57.20,50.00,76.82,250.00,10.00,0.00,30.06,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHLE 230325Z AUTO 25010KT 9000 NSC 14/10 Q1018
EHLW,2020-05-23 03:25,57.20,44.60,62.69,260.00,10.00,0.00,30.03,M,6.21,M,BKN,BKN,OVC,M,5200.00,5900.00,6400.00,M,M,M,M,M,M,M,M,M,EHLW 230325Z AUTO 26010KT 220V280 9999 BKN052 BKN059 OVC064 14/07 Q1017 BLU
EHAM,2020-05-23 03:25,57.20,50.00,76.82,250.00,13.00,0.00,30.09,M,6.21,M,FEW,BKN,M,M,1600.00,3700.00,M,M,M,M,M,M,M,M,M,M,EHAM 230325Z 25013KT 220V280 9999 FEW016 BKN037 14/10 Q1019 NOSIG
EHAK,2020-05-23 03:25,53.60,46.40,76.50,230.00,28.00,0.00,29.85,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAK 230325Z AUTO 23028KT 9999 NCD 12/08 Q1011
EHDV,2020-05-23 03:25,53.60,46.40,76.50,230.00,24.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 230325Z AUTO 23024KT //// // ///////// 12/08 Q1013 RE//
EHFD,2020-05-23 03:25,53.60,46.40,76.50,0.00,0.00,0.00,29.91,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFD 230325Z AUTO 00000KT 9999 NSC 12/08 Q1013
EHFZ,2020-05-23 03:25,55.40,46.40,71.64,230.00,25.00,0.00,29.94,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 230325Z AUTO 23025KT 9999 NSC 13/08 Q1014
EHJA,2020-05-23 03:25,53.60,46.40,76.50,220.00,25.00,0.00,29.94,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 230325Z AUTO 22025KT 9999 NSC 12/08 Q1014
EHVK,2020-05-23 03:25,55.40,39.20,54.34,240.00,6.00,0.00,30.12,M,6.21,M,SCT,BKN,BKN,M,7100.00,7900.00,8700.00,M,M,M,M,M,M,M,M,M,EHVK 230325Z AUTO 24006KT 9999 SCT071 BKN079 BKN087 13/04 Q1020 BLU
EHVL,2020-05-23 03:25,55.40,44.60,66.91,240.00,16.00,0.00,30.03,M,6.21,M,BKN,OVC,M,M,6700.00,7300.00,M,M,M,M,M,M,M,M,M,M,EHVL 230325Z AUTO 24016KT 9999 BKN067 OVC073 13/07 Q1017 BLU
EHWO,2020-05-23 03:25,55.40,44.60,66.91,250.00,9.00,0.00,30.12,M,6.21,M,BKN,OVC,M,M,9000.00,9500.00,M,M,M,M,M,M,M,M,M,M,EHWO 230325Z AUTO 25009KT 220V280 9999 BKN090 OVC095 13/07 Q1020 BLU
EHQE,2020-05-23 03:25,55.40,46.40,71.64,210.00,22.00,0.00,30.03,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHQE 230325Z AUTO 21022KT 9999 NSC 13/08 Q1017
EHJR,2020-05-23 03:25,53.60,46.40,76.50,240.00,25.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 230325Z AUTO 24025KT //// // ///////// 12/08 Q1016 RE// W11/H15
EHKV,2020-05-23 03:25,55.40,46.40,71.64,240.00,25.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 230325Z AUTO 24025KT 9999 NSC 13/08 Q1018
EHMA,2020-05-23 03:25,57.20,44.60,62.69,260.00,14.00,0.00,30.03,M,6.21,M,FEW,M,M,M,2900.00,M,M,M,M,M,M,M,M,M,M,M,EHMA 230325Z AUTO 26014KT 9999 FEW029CB 14/07 Q1017
EHMG,2020-05-23 03:25,55.40,46.40,71.64,250.00,22.00,0.00,30.00,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 230325Z AUTO 25022KT 9999 NSC 13/08 Q1016
EHPG,2020-05-23 03:25,53.60,51.80,93.60,240.00,21.00,0.00,30.06,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 230325Z AUTO 24021KT 9000 NSC 12/11 Q1018
EHSA,2020-05-23 03:25,55.40,50.00,81.99,220.00,22.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 230325Z AUTO 22022KT 9999 ///////// 13/10 Q1019 W10/H16
EHSC,2020-05-23 03:25,55.40,51.80,87.65,250.00,23.00,0.00,30.09,M,4.35,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 230325Z AUTO 25023KT 7000 ///////// 13/11 Q1019 W13/H16
EHHW,2020-05-23 03:25,55.40,46.40,71.64,240.00,12.00,0.00,30.00,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 230325Z AUTO 24012KT 200V290 9999 NSC 13/08 Q1016
EHFS,2020-05-23 03:55,57.20,51.80,82.12,240.00,23.00,0.00,30.12,M,4.35,M,SCT,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,EHFS 230355Z AUTO 24023KT 7000 SCT012/// 14/11 Q1020
EHRD,2020-05-23 03:55,55.40,50.00,81.99,240.00,12.00,0.00,30.09,M,6.21,M,SCT,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,EHRD 230355Z AUTO 24012KT 200V270 9999 SCT015 13/10 Q1019 NOSIG
EHEH,2020-05-23 03:55,53.60,41.00,62.23,220.00,5.00,0.00,30.12,M,6.21,M,FEW,BKN,OVC,M,9300.00,9800.00,10000.00,M,M,M,M,M,M,M,M,M,EHEH 230355Z AUTO 22005KT 9999 FEW093 BKN098 OVC100 12/05 Q1020 BLU
EHBK,2020-05-23 03:55,55.40,42.80,62.46,220.00,11.00,0.00,30.15,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHBK 230355Z AUTO 22011KT 9999 NSC 13/06 Q1021 NOSIG
EHDL,2020-05-23 03:55,55.40,46.40,71.64,240.00,7.00,0.00,30.09,M,6.21,M,FEW,OVC,M,M,9900.00,10000.00,M,M,M,M,M,M,M,M,M,M,EHDL 230355Z AUTO 24007KT 190V290 9999 FEW099 OVC100 13/08 Q1019 BLU
EHGG,2020-05-23 03:55,53.60,50.00,87.56,220.00,6.00,0.00,30.03,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHGG 230355Z AUTO 22006KT 7000 NSC 12/10 Q1017
EHGR,2020-05-23 03:55,55.40,42.80,62.46,240.00,4.00,0.00,30.12,M,6.21,M,BKN,OVC,M,M,9500.00,10000.00,M,M,M,M,M,M,M,M,M,M,EHGR 230355Z AUTO 24004KT 200V270 9999 BKN095 OVC100 13/06 Q1020 BLU 10004KT CAVOK
EHKD,2020-05-23 03:55,55.40,50.00,81.99,230.00,9.00,0.00,30.06,M,6.21,M,FEW,SCT,OVC,M,5800.00,6400.00,14000.00,M,M,M,M,M,M,M,M,M,EHKD 230355Z AUTO 23009KT 9999 FEW058 SCT064 OVC140 13/10 Q1018 BLU
EHLE,2020-05-23 03:55,55.40,50.00,81.99,240.00,9.00,0.00,30.09,M,5.59,M,OVC,M,M,M,4100.00,M,M,M,M,M,M,M,M,M,M,M,EHLE 230355Z AUTO 24009KT 9000 OVC041 13/10 Q1019
